accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
Q9P0J1,PDP1,11613077.63,14563951.91,15596130.32,18692821.83,15116495.42
Q8TAA9,VANGL1,5693884.243,4518253.565,3216207.331,2855531.206,4070969.086
Q96BZ9,TBC1D20,2592635.842,2851815.814,2124492.208,3370742.925,2734921.697
Q86YS7,C2CD5; KIAA0528,1915363.126,2721297.809,2943132.466,3117558.045,2674337.862
Q96EL3,MRPL53,1927541.154,2316843.851,2821590.218,2871665.459,2484410.171
P43121,MCAM,58035431.28,72953478.45,72221357.29,65527789.68,67184514.18
P05412,JUN,5096808.48,1897192.145,3846214.732,1848899.912,3172278.817
Q5JPH6,EARS2,2998945.02,40686091.08,4319291.979,3729699.699,12933506.95
Q9UID3,VPS51,3157564.869,4583149.673,4180824.257,4158487.656,4020006.614
Q9BT22,ALG1,15484014.12,17133851.24,16516005.29,15661003.28,16198718.48
Q92614,MYO18A,43095425.96,53096598.98,64978338.35,63146793.99,56079289.32
Q13131,PRKAA1,16146030.84,16144248.06,16765760.34,17332272.35,16597077.9
Q9NQE9,HINT3,1891943.46,3923924.984,3564221.201,3889096.512,3317296.539
Q13257,MAD2L1,2719454.944,4335795.921,3626936.553,3046602.796,3432197.554
Q9UKV3,ACIN1,46740644.35,40295882.85,32697532.57,32275513.03,38002393.2
P49257,LMAN1,224462492.1,231504370.4,247223909.2,245007794.6,237049641.6
P02042,HBD,10389203.9,18829434.14,27316425.76,39525183.89,24015061.92
Q8IY34,SLC15A3,3514160.643,4469157.201,4261504.879,2674779.283,3729900.502
Q99832,CCT7,364197765.7,425155630.2,427223990.4,435685338.8,413065681.3
Q8TBQ9,TMEM167A,13724790.58,17126949.55,19122346.53,15507634.89,16370430.39
P51991,HNRNPA3,314987464.1,288490021.6,299046094.9,283974236.5,296624454.3
Q99519,NEU1,20234225.14,42049926.47,41093762.21,42827789.69,36551425.88
Q99766,ATP5S,1176213.407,1615054.254,2198597.958,2396424.482,1846572.525
Q9P0V9,10-Sep,7543498.407,13199570.91,11385987.4,10955130.14,10771046.71
Q9Y6D9,MAD1L1,10455186.79,11002168.39,9428576.745,10069986.22,10238979.53
P28331,NDUFS1,147742151.3,179604274.1,226178208.5,240313510.1,198459536
P09914,IFIT1,478806362.7,472074153.5,364985612,260345914.6,394053010.7
Q5EBL4,RILPL1,2787761.858,2588486.457,1967721.871,2135187.156,2369789.335
Q9Y605,MRFAP1,4271900.12,4055575.632,2700462.291,3230983.451,3564730.373
Q9BXK5,BCL2L13,35065672.81,41803095.98,50186157.65,47087929.8,43535714.06
Q6SZW1,SARM1,1569651.065,1326071.918,1456631.75,1396687.875,1437260.652
Q8N3Z3,GTPBP8,663955.9172,943263.9666,944982.7977,792742.3378,836236.2548
Q9UIS9,MBD1,1172007.906,1296419.813,1302290.751,663922.2408,1108660.178
O43432,EIF4G3,19481991.16,20836131.97,20060082.24,20584873.4,20240769.69
Q9Y2Z4,YARS2,12151597.91,17240453.07,21201966.49,23654821.25,18562209.68
P61201,COPS2,47897083.47,63650921.04,67309839.68,64637524.8,60873842.25
Q9Y230,RUVBL2,143479077.5,141435994.8,139603869,136740232.4,140314793.4
P38935,IGHMBP2,486178.3669,570151.7152,534165.8028,477141.71,516909.3987
O14974,PPP1R12A,111874629,96067366.15,84044161.85,84747110.1,94183316.77
P14406,COX7A2,57160312.48,92358038.12,136515466.5,149220926.4,108813685.9
Q9Y5S1,TRPV2,61437714.91,45278149.21,40672759.27,40684155.41,47018194.7
Q96ME7,ZNF512,3379247.286,2492989.778,1964765.027,1589539.537,2356635.407
Q15067,ACOX1,19412384.54,23135993.53,27664674.24,26841430.04,24263620.59
Q5HYI7,MTX3,2686930.723,2613809.146,2857048.214,2843037.002,2750206.271
Q9H223,EHD4,103837442.2,115928212.1,100480780.4,83986357.17,101058197.9
Q96GA3,LTV1,3094269.493,2976219.796,1881645.707,1642137.798,2398568.199
Q8N2S1,LTBP4,269785.7745,421197.7838,1435658.758,2202924.821,1082391.784
P55899,FCGRT,3298534.026,4320941.85,6111267.311,7259642.096,5247596.321
Q96DZ1,ERLEC1,20151766.73,21725519.19,17580452.08,19318079.92,19693954.48
Q9UKV5,AMFR,4597224.959,4677729.975,4169621.818,2433710.051,3969571.701
Q9UKG1,APPL1,5650637.533,6286227.348,5423101.123,6146823.883,5876697.472
Q9NWV4,C1orf123,15484216.65,20001265.35,21694322.84,21994445.42,19793562.57
P53801,PTTG1IP,4340606.217,1499346.178,1290131.602,1272247.555,2100582.888
Q9NUL3,STAU2,6490427.202,6230339.983,5843066.932,6176281.255,6185028.843
O00534,VWA5A,6871854.912,6857372.354,10262322.74,12353827.36,9086344.342
Q9Y6N5,SQRDL; SQOR,203187586.8,234098725.9,286403410.2,286764733.4,252613614.1
Q13347,EIF3I,151413125.5,145668700.6,128096146.2,122389105.9,136891769.5
Q7KZ85,SUPT6H,68131786.92,80581510.01,78748203.72,78874640.4,76584035.26
Q14517,FAT1,19668619.78,23038658.37,29888844.98,25831453.84,24606894.24
A6NHL2,TUBAL3,2478234.812,1501685.695,0,0,994980.1267
Q15262,PTPRK,7273168.361,7452287.662,7569236.151,7591303.09,7471498.816
Q6ZMI0,PPP1R21,3862280.965,6066787.591,7355803.356,7575688.592,6215140.126
Q9HAB8,PPCS,1976573.191,2931691.959,3339243.027,3816139.057,3015911.808
Q9H7D0,DOCK5,876006.3262,1225168.519,1507830.844,1319724.678,1232182.592
Q96P16,RPRD1A,3297786.015,4668000.394,5159981.535,7190217.066,5078996.252
Q16775,HAGH,5133820.477,9792760.332,14326994.27,17905262.58,11789709.42
P35270,SPR,9317641.434,19511084.79,22456717.17,24442036.85,18931870.06
Q8NE71,ABCF1,82867383.51,87183137.01,79802016.11,77901816.26,81938588.22
Q9NVG8,TBC1D13,9791797.612,12647796.25,13317962.87,13432883.18,12297609.98
P16220,CREB1,3242868.672,4091208.556,4841924.492,4820168.301,4249042.505
P19387,POLR2C,12329135.03,14539096.62,14184021.9,13401836.63,13613522.54
O75976,CPD,54608985.28,75189905.87,87348193.93,93661855.24,77702235.08
O15182,CETN3,996391.0637,1628786.212,1448680.006,1294007.575,1341966.214
P63165,SUMO1,26008845.25,29920348.87,30687613.7,31917910.89,29633679.68
Q53GS9,USP39,21981517.87,24934543.83,26023971.06,29864677.65,25701177.6
Q96EL2,MRPS24,5646407.553,8670587.515,10056749.2,10254678.47,8657105.683
P51793,CLCN4,1398088.48,1844613.329,1748713.201,1734162.336,1681394.336
P28347,TEAD1,1720162.21,1828960.855,1972078.357,1626347.502,1786887.231
Q99543,DNAJC2,7383758.576,9184087.416,8724278.803,8115768.064,8351973.215
P42892,ECE1,73894823.12,75791087.72,75830935.65,61004758.67,71630401.29
Q9UDX5,MTFP1,298202.3441,1037349.634,531366.452,629997.444,624228.9685
O15260,SURF4,39296817.05,41933658.67,47141575.34,42321964.51,42673503.89
P52298,NCBP2,11215720.71,11608755.46,11442665.68,11502001.85,11442285.92
Q96AX1,VPS33A,10360853.5,13721602.33,14497711.73,14792292.59,13343115.04
Q2M389,KIAA1033; WASHC4,18486321.7,22806019.66,22425509.8,21777899.12,21373937.57
Q96MW5,COG8,4582013.988,4514960.868,6028878.076,6010285.02,5284034.488
O75348,ATP6V1G1,20236600.43,22317099.72,21339312.17,22425610.14,21579655.62
O43520,ATP8B1,1025802.274,421793.5708,0,155391.7453,400746.8974
P17980,PSMC3,138258314.5,178567033.8,155805591.4,169995013,160656488.2
Q9NZ45,CISD1,16101252.71,21495233.96,28931474.13,38047681.02,26143910.46
Q9UJX2,CDC23,5456431.184,7079285.527,7094881.465,6520646.127,6537811.076
P35914,HMGCL,28542927.47,31765780.39,35248757.84,39030174.82,33646910.13
Q8IUE6,HIST2H2AB,30046240.99,21636275.07,26738729.19,25684590.74,26026459
O95292,VAPB,46448543.99,36114829.38,41517997.07,41020738.42,41275527.22
Q9NR30,DDX21,236851616.3,173339669.7,121058430.9,98672486.94,157480550.9
O43181,NDUFS4,20570504.34,22861185,26630004.24,28863382.73,24731269.08
Q9P266,KIAA1462; JCAD,4929116.847,3343087.072,3707032.17,4667471.594,4161676.921
Q02388,COL7A1,9378432.15,7037226.379,7908431.918,5925662.039,7562438.122
O00571,DDX3X,203856846.4,212884151.3,192101814.1,165619200.4,193615503
P78381,SLC35A2,2271465.263,2390989.204,2251691.631,2247071.908,2290304.502
Q8TAF3,WDR48,2201061.298,1789490.406,2716378.779,2955758.093,2415672.144
O96013,PAK4,5732562.919,7350135.991,6988561.211,6244679.918,6578985.01
P04183,TK1,9221068.468,11423304.7,8621511.174,6972295.204,9059544.886
P08865,RPSA,629030729.5,694597898.5,711936953.3,656213552.5,672944783.5
Q96I15,SCLY,1667975.235,2378257.631,3261033.625,3172286.063,2619888.139
P30530,AXL,17311636.72,13816122.39,7411116.413,4427914.206,10741697.43
P18031,PTPN1,87210271.31,102958510.9,108878617.1,106806873.8,101463568.3
Q9BY67,CADM1,9182808.888,9029251.223,8569873.37,8025631.319,8701891.2
P82914,MRPS15,14613329.92,13782759.58,15629246.8,15816313.55,14960412.46
P30085,CMPK1,52690350.48,56640386.53,64276653.47,65728290.05,59833920.14
A3KMH1,VWA8,3327961.587,3623066.911,4127125.27,4519440.326,3899398.523
O60264,SMARCA5,113553690.7,106451607.5,87812648.25,79049411.86,96716839.59
P17661,DES,2570841.831,3726931.426,4148047.113,4627502.637,3768330.752
O43684,BUB3,103733329.7,82381238.62,71293590.57,67847916.55,81314018.85
Q9H0H5,RACGAP1,8900142.332,10513769.99,6480247.705,4540601.199,7608690.305
Q92734,TFG,83682277.81,88679377.68,97059269.41,97258789.41,91669928.58
Q15035,TRAM2,15290052.18,12750035.97,11669984.11,9299343.068,12252353.83
Q8IZ83,ALDH16A1,4935996.098,5261343.178,4697973.387,5314570.371,5052470.759
Q12888,TP53BP1,83953700,91428604.25,106458250.4,117728573.7,99892282.08
Q5W111,SPRYD7,3710733.832,3519615.353,3699083.976,4245732.751,3793791.478
O75954,TSPAN9,2017723.977,2954180.336,3243944.358,2439742.981,2663897.913
Q96HY7,DHTKD1,904477.8124,1261181.16,1632806.804,1900749.353,1424803.782
P07996,THBS1,94858942.89,75627523.06,107894816.6,108060170,96610363.16
Q13043,STK4,1670132.356,2616118.024,2735239.292,2658009.555,2419874.807
P04062,GBA,81827339.42,90414534.39,82140542.7,76374972.43,82689347.23
Q86T03,TMEM55B; PIP4P1,2434182.611,3734718.521,3302040.295,3207985.758,3169731.796
Q9H0U3,MAGT1,16923662.72,16087983.06,14942942.95,15716310.44,15917724.79
Q5VWZ2,LYPLAL1,3601800.276,5111654.579,6269136.161,7903456.858,5721511.969
P26440,IVD,30540289.02,22644273.43,24317367,27910772.68,26353175.53
Q8N4A0,GALNT4; POC1B-GALNT4,2023218.012,1803986.964,1335430.659,1363936.719,1631643.088
Q71UM5,RPS27L,42221946.82,37599934.63,38180030.75,39699514.64,39425356.71
P26572,MGAT1,32154132.34,24984769.01,18258373.59,13784259.21,22295383.54
Q6WKZ4,RAB11FIP1,2889199.052,5528000.657,7405613.188,7077423.627,5725059.131
Q3LXA3,DAK; TKFC,2831824.524,3686328.108,4524537.178,6137475.826,4295041.409
P13667,PDIA4,1111435921,1080598308,1061361019,1046950852,1075086525
P18669,PGAM1; LOC643576,442530567.1,598504140.2,638648034.6,618563892.2,574561658.5
Q8N6M0,OTUD6B,1292133.758,1395004.297,1091639.489,896048.3576,1168706.475
Q03519,TAP2,42622506.69,41120841.61,36827335.17,31451785.94,38005617.35
Q8NBM4,UBAC2,2277959.91,3189009.767,3797871.239,3248428.694,3128317.402
O15347,HMGB3,21356880.7,22812245.91,24848887.53,26600080.87,23904523.75
Q9NRZ9,HELLS,312311.7298,392677.7778,294358.8281,201187.2136,300133.8873
Q13232,NME3,7860651.651,7215812.486,8299506.871,8970448.224,8086604.808
Q9BZD4,NUF2,5581647.403,3593578.116,1729451.428,1376704.629,3070345.394
P13798,APEH,39548126.41,45412002.08,43605596.4,46919008.86,43871183.44
Q96EY4,TMA16,4008022.305,4453004.914,3523095.796,3907763.582,3972971.649
P04066,FUCA1,201680.2777,491509.09,1162279.733,1460825.531,829073.658
Q9H2H9,SLC38A1,8069305.474,6886471.257,5699249.126,5335914.016,6497734.968
Q9BZE4,GTPBP4,81751863.12,73138374.4,60910341.05,57014580.88,68203789.86
Q14439,GPR176,1789867.329,1516554.984,1309552.201,912145.0685,1382029.896
A4D1P6,WDR91,420037.5509,625533.302,651065.6504,641090.3141,584431.7044
Q9NQH7,XPNPEP3,4986829.018,3443246.173,3959712.5,4095039.535,4121206.806
P51911,CNN1,82966968.04,68592143.7,65211633.26,65481886.04,70563157.76
Q9BYN0,SRXN1,2207162.951,2084830.312,2244209.476,2784564.61,2330191.837
Q96DI7,SNRNP40,34410763.54,38056718.91,38241326.56,34142841,36212912.5
Q7L8L6,FASTKD5,925553.4915,1647000.596,1800389.296,1640361.59,1503326.243
Q9BV57,ADI1,9187699.655,10185015.18,11149777.14,11427000.83,10487373.2
P14174,MIF,15169879.85,26676450.59,25560006.38,22923875.5,22582553.08
Q99459,CDC5L,67372745.01,85268752.66,84787505.99,83019290.7,80112073.59
P43487,RANBP1,105971414.6,132769773.4,128651910.1,126144011.8,123384277.5
Q7Z4H8,KDELC2,57728773.32,55361617.95,45373982.53,42570093.74,50258616.89
Q13315,ATM,1162312.99,1699472.276,2441040.854,2968591.6,2067854.43
Q96TC7,FAM82A2; RMDN3,14016918.64,19281484.28,20217653.67,20607131.95,18530797.13
O60784,TOM1,20737071,21755991.19,21195621.09,18765530.34,20613553.41
P01116,KRAS,5561213.121,4993746.437,4112669.8,4294286.056,4740478.854
Q7Z2T5,TRMT1L,6090909.505,9709547.102,9586258.807,8908547.628,8573815.761
Q05086,UBE3A,11968352.9,14436016.93,19036500.06,15932510.35,15343345.06
P09486,SPARC,41946576.08,30365832.34,26917517.56,22474913.66,30426209.91
Q8IWA4,MFN1,4106693.884,5543942.085,3987726.665,4400967.681,4509832.579
Q9BRZ2,TRIM56,851322.5047,1000095.965,1059167.242,360970.9737,817889.1714
Q7L5N1,COPS6,44982091.65,58541365.33,60590455.13,62185864.02,56574944.03
Q6UW68,TMEM205,13176284.23,17958526.26,23637889.93,28107131.36,20719957.95
O15118,NPC1,39282798.02,49802045.43,47738344.71,46249522.35,45768177.63
P00390,GSR,52230187.74,56821481.4,57479634.36,54043765.36,55143767.21
P13674,P4HA1,322324664.8,358205472.2,314580206.1,258694526.8,313451217.5
Q8IWE4,DCUN1D3,1398830.922,1621800.057,1619618.334,1554867.026,1548779.085
O14562,UBFD1,16232533.4,16278848.02,12527002.22,14430360,14867185.91
Q15393,SF3B3,170541605.8,179923918.6,174190855.7,162529521.7,171796475.4
P41227,NAA10,34125382.31,34888831.78,31172017.19,30766445.19,32738169.11
Q8NBI6,XXYLT1,1191072.099,2383509.598,1877271.6,2328608.148,1945115.361
P05166,PCCB,9097797.05,8682446.863,12198114.44,13636639.77,10903749.53
Q13636,RAB31,6609393.18,8240113.182,8965099.076,7689943.874,7876137.328
Q96S94,CCNL2,702495.6678,892254.6906,1096302.499,948871.6364,909981.1235
Q8NHP6,MOSPD2,5191476.879,3701615.076,2944083.685,2635311.814,3618121.864
A5PLL7,TMEM189; TMEM189-UBE2V1,813916.9435,1018058.566,1156672.822,1046384.728,1008758.265
Q96S44,TP53RK,4080553.583,5585899.114,6677230.176,7281317.841,5906250.178
P21964,COMT,80290642.71,83947132.91,78244114.54,73359757.82,78960412
Q8IWR0,ZC3H7A,11618107.14,13301003.93,11807564.88,11193911.32,11980146.82
Q7LG56,RRM2B,1331649.991,1984061.324,2484290.344,2117869.544,1979467.801
P26583,HMGB2,49442186.29,39881644.82,31999158.87,33138492.32,38615370.57
Q9Y3Z3,SAMHD1,137957071.1,166619491.5,183073631.2,182551357.4,167550387.8
P49792,RANBP2,339083231.5,365623495.4,356387235.5,335717383.9,349202836.6
O75940,SMNDC1,10246650.49,10801344,9101073.327,7883742.057,9508202.469
Q8IXM6,NRM,6521098.512,7539235.2,8345472.054,8977827.279,7845908.261
P82675,MRPS5,10984754.44,12374990.26,13225431.27,14051631.17,12659201.78
Q9NV31,IMP3,7311656.293,9016909.726,8367601.061,7992517.204,8172171.071
P12110,COL6A2,493253156.3,418982276.2,487457399.1,499043133.2,474683991.2
Q6UW02,CYP20A1,6081564.182,5736499.438,5453094.228,5220986.208,5623036.014
Q9BRX5,GINS3,967661.6406,1974237.176,1743496.419,1453104.005,1534624.81
O75165,DNAJC13,89829927.74,105476479.7,115865641.3,118394886.4,107391733.8
Q15542,TAF5,1167019.587,1330398.056,1354489.128,1362113.206,1303504.994
Q14974,KPNB1,410615586.5,401107198.3,376616663.9,340397904.2,382184338.2
Q9Y224,C14orf166; RTRAF,75541573.98,77964748.19,81081971.32,81288085.57,78969094.76
P19367,HK1,284020821.6,317739545.5,332326118.4,358589065.4,323168887.7
Q9H0A8,COMMD4,2510433.615,3196608.818,3379375.988,2699162.302,2946395.181
Q9BYC5,FUT8,7223842.529,7050808.931,6251917.142,6632452.389,6789755.248
P50991,CCT4,415012944,477141009,480836659.7,476581219.5,462392958.1
Q15648,MED1,3518959.183,4828400.561,5117456.47,3987412.111,4363057.081
Q8TDZ2,MICAL1,9484330.464,9601207.965,10749671.13,10335127.93,10042584.37
Q9NYY8,FASTKD2,5953414.887,5358273.345,5506960.031,4706353.808,5381250.518
P33240,CSTF2,13006136.17,14441280.35,14644545.54,15989514.24,14520369.07
Q6PL18,ATAD2,2190954.854,1104011.29,806515.7161,677110.3301,1194648.047
Q8IZP0,ABI1,24075695.03,28172972.77,27349133.57,25020032.33,26154458.43
P35998,PSMC2,225251892.9,240298048.9,228214116.3,234088630.3,231963172.1
P12236,SLC25A6,46177292.05,58762346.59,65870358.95,72449029.81,60814756.85
P29373,CRABP2,2383760.284,8693140.265,12552820.87,13213361.25,9210770.668
Q9H0A0,NAT10,62118780.31,69212269.17,57869335.28,52834108.36,60508623.28
Q04837,SSBP1,102763533.8,90220585.09,95113736.27,112262579.2,100090108.6
Q9NR50,EIF2B3,9433009.481,12122498.19,12612131.67,13348314.65,11878988.5
Q13630,TSTA3,8155144.044,10520434.94,9912132.488,13546651.74,10533590.8
P18887,XRCC1,3987330.95,3164218.551,3608726.139,3249589.821,3502466.366
Q9UBP9,GULP1,4953527.504,4245627.515,3694013.97,3668890.077,4140514.767
O95747,OXSR1,18832588.31,20938092.54,21696882.29,21294420.94,20690496.02
O75882,ATRN,2596250.445,2627523.098,2379027.762,2382742.056,2496385.84
P11172,UMPS,47069205.49,59824670.93,68246529.12,64629573.39,59942494.74
Q96T51,RUFY1,11814343.24,11835164.48,11048487.1,10341171.98,11259791.7
P39687,ANP32A,21619351.97,16262760.46,15739034.91,20930152.19,18637824.88
P49069,CAMLG,2191442.738,1891340.069,2572237.013,3378769.229,2508447.262
O94885,SASH1,268942.8981,333687.2991,942428.8445,196807.1942,435466.559
Q9BRR3,TMEM246,1306337.628,1858862.98,1887553.815,1845381.614,1724534.009
Q9Y3E1,HDGFRP3; HDGFL3,5800128.289,4689735.792,3329900.407,3730080.15,4387461.159
P80217,IFI35,19422243.67,16212397.69,12672210.95,10002372.13,14577306.11
Q9H6R4,NOL6,28621257.85,29252254.25,26192028.78,24510328.63,27143967.38
Q9NVM1,EVA1B,5054738.538,5962485.117,5209904.969,3780331.418,5001865.01
Q8NDT2,RBM15B,3297695.642,3603395.657,3130110.635,2899664.251,3232716.546
Q9P2Q2,FRMD4A,2089534.653,1940244.427,1054053.357,1202790.201,1571655.66
P09382,LGALS1,3307120158,2993191220,2899387003,2809147578,3002211490
P08670,VIM,29672927586,25843529404,24418399746,24347331723,26070547115
Q5T440,IBA57,1392153.649,1921633.442,2439855.716,2574099.494,2081935.575
Q4LDE5,SVEP1,0,0,1365333.624,1132767.954,624525.3946
Q9Y3Q8,TSC22D4,1515125.251,2275779.946,2101283.692,1846080.906,1934567.449
O00443,PIK3C2A,4241217.764,6764260.623,8069014.191,8041212.617,6778926.299
Q9UJW0,DCTN4,21343652.24,27495325.72,29359364.14,28754891.1,26738308.3
Q03701,CEBPZ,19400153.91,21583533.98,20228544.71,17500393.49,19678156.52
P09012,SNRPA,76407936.77,48133866.2,46254099.62,47354102.58,54537501.29
P29353,SHC1,9050276.469,7555628.549,7151537.116,5691500.425,7362235.64
O95793,STAU1,61010522.06,70287438.41,66566693.12,53965915.08,62957642.17
Q16658,FSCN1,338549461.6,307577220.2,273199074.5,261383733.5,295177372.4
Q9BPY3,FAM118B,938439.4358,1632027.653,2063445.234,1751825.503,1596434.456
P19320,VCAM1,662594.0811,903406.736,2823535.758,6636226.649,2756440.806
O14613,CDC42EP2,2262232.131,2224541.316,1927560.308,1383168.549,1949375.576
Q9NR45,NANS,42670271.36,56974457.34,66522265.05,72910499.19,59769373.23
P50914,RPL14,351599166.1,317548203.4,249719284,213411123.8,283069444.3
O75110,ATP9A,4395537.046,4934883.215,5308635.194,5191560.884,4957654.085
Q9H3Q1,CDC42EP4,4121019.834,5586526.588,6038964.613,4139526.428,4971509.366
Q9BW27,NUP85,16217117.18,19679744.26,19972664.75,17647803.38,18379332.39
P07900,HSP90AA1,3632069936,4034175939,3593689475,3661242257,3730294402
Q9NUI1,DECR2,3392327.282,3787224.124,4283659.424,4479379.606,3985647.609
Q96LW7,C9orf89; CARD19,2292079.029,3034083.24,4264010.764,4046185.715,3409089.687
Q92575,UBXN4,18737057.1,21371366.59,24195049.01,25374073.31,22419386.5
Q12923,PTPN13,786949.6395,631466.1003,378823.8284,584555.3723,595448.7351
P63220,RPS21,101508483,104118179,91941352.53,89083975.42,96662997.49
Q96EY1,DNAJA3,21996665.79,27196098.3,26533784.63,29469875.77,26299106.12
P51687,SUOX,4042556.89,4351218.502,5142957.664,4918953.713,4613921.692
Q9NUJ3,TCP11L1,1655510.826,2049026.055,2361128.153,2153621.05,2054821.521
P18206,VCL,1091918085,983888239.1,822085085.8,837747397.5,933909701.8
Q9NW64,RBM22,7760101.679,6893447.937,5888715.861,5633644.58,6543977.514
Q14156,EFR3A,5298318.777,4713006.692,5304016.199,5339876.719,5163804.597
Q16531,DDB1,171673802.2,205164716.9,224130025.1,239422730,210097818.6
Q9UJV9,DDX41,4250047.415,5036098.479,5059466.862,4767400.665,4778253.355
Q5JSH3,WDR44,16809041.9,14099574.36,12558224.86,12907437.99,14093569.78
O00483,NDUFA4,44124232.68,27691514.18,25146023.07,30520701.96,31870617.97
Q8WXI9,GATAD2B,2795132.474,3418009.785,2639748.668,3373300.423,3056547.837
P24941,CDK2,13428571.68,16569351.14,13240349.6,10137907.79,13344045.05
P31946,YWHAB,207886220.4,158843568.7,150306262.2,148471485.4,166376884.2
Q969T9,WBP2,3700223.277,10328760.83,4027286.547,4678631.561,5683725.553
P56192,MARS,118702730.8,136262661.8,150793527.5,158552870.8,141077947.7
O43731,KDELR3,12225988.37,9910551.318,10310494.38,9091968.353,10384750.61
